year,date,stage,type,winner,miles,km,start,finish,winning_country,decade
1967,1967-07-13,13,mountain stage,jan janssen,131.4,211.5,marseille,carpentras,ned,1960
1967,1967-07-14,14,plain stage,barry hoban,125.2,201.5,carpentras,sète,gbr,1960
1967,1967-07-16,15,plain stage,rolf wolfshohl,143.2,230.5,sète,toulouse,frg,1960
1967,1967-07-17,16,mountain stage,fernando manzaneque,117.0,188.0,toulouse,luchon,esp,1960
1967,1967-07-18,17,mountain stage,raymond mastrotto,160.0,250.0,luchon,pau,fra,1960
1967,1967-07-19,18,plain stage,marino basso,128.3,206.5,pau,bordeaux,ita,1960
1967,1967-07-20,19,plain stage,jean stablinski,135.0,217.0,bordeaux,limoges,fra,1960
1967,1967-07-21,20,mountain stage,felice gimondi,138.0,222.0,limoges,puy-de-dôme,ita,1960
1967,1967-07-22,21,plain stage,paul lemeteyer,223.0,359.0,clermont-ferrand,fontainebleau,fra,1960
1967,1967-07-23,22a,plain stage,rené binggeli,65.0,104.0,fontainebleau,versailles,sui,1960
1967,1967-07-23,22b,time trial,raymond poulidor,29.0,46.6,versailles,paris,fra,1960
1968,1968-06-27,1a,time trial,charly grosskost,3.8,6.1,vittel,vittel,fra,1960
1968,1968-06-28,1b,plain stage,charly grosskost,117.0,189.0,vittel,esch-sur-alzette (luxembourg),fra,1960
1968,1968-06-29,2,plain stage,erik de vlaeminck,130.8,210.5,arlon (belgium),forest (belgium),bel,1960
1968,1968-06-30,3a,time trial,belgium a,14.0,22.0,forest (belgium),forest (belgium),unknown,1960
1968,1968-06-30,3b,plain stage,walter godefroot,70.0,112.0,forest (belgium),roubaix,bel,1960
1968,1968-07-01,4,plain stage,georges chappe,148.0,238.0,roubaix,rouen,fra,1960
1968,1968-07-02,5a,plain stage,andré desvages,103.0,165.0,rouen,bagnoles-de-l'orne,fra,1960
1968,1968-07-02,5b,plain stage,jean dumont,96.0,154.5,bagnoles-de-l'orne,dinard,fra,1960
1968,1968-07-03,6,plain stage,aurelio gonzález puente,117.0,188.0,dinard,lorient,esp,1960
1968,1968-07-04,7,plain stage,franco bitossi,120.0,190.0,lorient,nantes,ita,1960
1968,1968-07-05,8,plain stage,daniel van ryckeghem,139.0,223.0,nantes,royan,bel,1960
1968,1968-07-07,9,plain stage,walter godefroot,85.4,137.5,royan,bordeaux,bel,1960
1968,1968-07-08,10,plain stage,gilbert bellone,125.8,202.5,bordeaux,bayonne,fra,1960
1968,1968-07-09,11,plain stage,daniel van ryckeghem,114.0,183.5,bayonne,pau,bel,1960
1968,1968-07-10,12,mountain stage,georges pintens,140.7,226.5,pau,saint-gaudens,bel,1960
1968,1968-07-11,13,mountain stage,herman van springel,129.6,208.5,saint-gaudens,la seu d'urgell (spain),bel,1960
1968,1968-07-12,14,mountain stage,jan janssen,143.8,231.5,la seu d'urgell,perpignan,ned,1960
1968,1968-07-14,15,plain stage,roger pingeon,155.7,250.5,font-romeu-odeillo-via,albi,fra,1960
1968,1968-07-15,16,plain stage,franco bitossi,124.0,199.0,albi,aurillac,ita,1960
1968,1968-07-16,17,mountain stage,jean-pierre genet,147.0,236.5,aurillac,saint-étienne,fra,1960
1968,1968-07-17,18,mountain stage,roger pingeon,146.0,235.0,saint-étienne,grenoble,fra,1960
1968,1968-07-18,19,mountain stage,barry hoban,120.0,200.0,grenoble,sallanches,gbr,1960
1968,1968-07-19,20,mountain stage,jozef huysmans,150.7,242.5,sallanches,besançon,bel,1960
1968,1968-07-20,21,plain stage,eric leman,150.0,242.0,besançon,auxerre,bel,1960
1968,1968-07-21,22a,plain stage,maurice izier,85.0,136.0,auxerre,melun,fra,1960
1968,1968-07-21,22b,time trial,jan janssen,34.3,55.2,melun,paris,ned,1960
1969,1969-06-28,p,time trial,rudi altig,6.2,10.0,roubaix,roubaix,frg,1960
1969,1969-06-29,1a,plain stage,marino basso,91.0,147.0,roubaix,"woluwe-saint-pierre (sint-pieters-woluwe, belgium)",ita,1960
1969,1969-06-29,1b,time trial,faema,9.9,16.0,woluwe-saint-pierre (belgium),woluwe-saint-pierre (belgium),unknown,1960
1969,1969-06-30,2,plain stage,julien stevens,113.0,182.0,woluwe-saint-pierre (belgium),maastricht (netherlands),bel,1960
1969,1969-07-01,3,plain stage,eric leman,132.0,213.0,maastricht (netherlands),charleville-mézières,bel,1960
1969,1969-07-02,4,plain stage,rik van looy,133.0,214.0,charleville-mézières,nancy,bel,1960
1969,1969-07-03,5,mountain stage,joaquim agostinho,121.0,194.0,nancy,mulhouse,por,1960
1969,1969-07-04,6,mountain stage,eddy merckx,83.0,133.0,mulhouse,ballon d'alsace,bel,1960
1969,1969-07-05,7,mountain stage,mariano díaz,150.0,241.0,belfort,divonne-les-bains,esp,1960
1969,1969-07-06,8a,time trial,eddy merckx,5.6,9.0,divonne-les-bains,divonne-les-bains,bel,1960
1969,1969-07-06,8b,mountain stage,michele dancelli,85.0,137.0,divonne-les-bains,thonon-les-bains,ita,1960
