year,date,stage,type,winner,miles,km,start,finish,winning_country,decade
1998,1998-07-15,4,plain stage,jeroen blijlevens,157.0,252.0,plouay,cholet,ned,1990
1998,1998-07-16,5,plain stage,mario cipollini,142.0,228.5,cholet,châteauroux,ita,1990
1998,1998-07-17,6,plain stage,mario cipollini,127.0,204.5,la châtre,brive-la-gaillarde,ita,1990
1998,1998-07-18,7,time trial,jan ullrich,36.0,58.0,meyrignac-l'église,corrèze,ger,1990
1998,1998-07-19,8,plain stage,jacky durand,118.0,190.5,brive-la-gaillarde,montauban,fra,1990
1998,1998-07-20,9,plain stage,léon van bon,130.0,210.0,montauban,pau,ned,1990
1998,1998-07-21,10,mountain stage,rodolfo massi,122.0,196.5,pau,luchon,ita,1990
1998,1998-07-22,11,mountain stage,marco pantani,106.0,170.0,luchon,plateau de beille,ita,1990
1998,1998-07-24,12,plain stage,tom steels,118.0,190.0,tarascon-sur-ariège,cap d'agde,bel,1990
1998,1998-07-25,13,plain stage,daniele nardello,122.0,196.0,frontignan la peyrade,carpentras,ita,1990
1998,1998-07-26,14,mountain stage,stuart o'grady,116.0,186.5,valréas,grenoble,aus,1990
1998,1998-07-27,15,mountain stage,marco pantani,117.0,189.0,grenoble,les deux alpes,ita,1990
1998,1998-07-28,16,mountain stage,jan ullrich,127.0,204.0,vizille,albertville,ger,1990
1998,1998-07-29,17,mountain stage,—,93.0,149.0,albertville,aix-les-bains,unknown,1990
1998,1998-07-30,18,mountain stage,tom steels,136.0,218.5,aix-les-bains,neuchâtel (switzerland),bel,1990
1998,1998-07-31,19,plain stage,magnus bäckstedt,150.0,242.0,la chaux-de-fonds (switzerland),autun,swe,1990
1998,1998-08-01,20,time trial,jan ullrich,32.0,52.0,montceau-les-mines,le creusot,ger,1990
1998,1998-08-02,21,plain stage,tom steels,92.0,147.5,melun,paris (champs-élysées),bel,1990
1999,1999-07-03,p,time trial,lance armstrong,4.2,6.8,le puy du fou,le puy du fou,usa,1990
1999,1999-07-04,1,plain stage,jaan kirsipuu,129.2,208.0,montaigu,challans,est,1990
1999,1999-07-05,2,plain stage,tom steels,109.4,176.0,challans,saint-nazaire,bel,1990
1999,1999-07-06,3,plain stage,tom steels,120.9,194.5,nantes,laval,bel,1990
1999,1999-07-07,4,plain stage,mario cipollini,120.9,194.5,laval,blois,ita,1990
1999,1999-07-08,5,plain stage,mario cipollini,145.1,233.5,bonneval,amiens,ita,1990
1999,1999-07-09,6,plain stage,mario cipollini,106.6,171.5,amiens,maubeuge,ita,1990
1999,1999-07-10,7,plain stage,mario cipollini,141.1,227.0,avesnes-sur-helpe,thionville,ita,1990
1999,1999-07-11,8,time trial,lance armstrong,35.1,56.5,metz,metz,usa,1990
1999,1999-07-13,9,mountain stage,lance armstrong,132.7,213.5,le grand-bornand,sestrières,usa,1990
1999,1999-07-14,10,mountain stage,giuseppe guerini,137.0,220.5,sestrières,alpe d'huez,ita,1990
1999,1999-07-15,11,mountain stage,ludo dierckxsens,123.3,198.5,le bourg-d'oisans,saint-étienne,bel,1990
1999,1999-07-16,12,mountain stage,david etxebarria,125.2,201.5,saint-galmier,saint-flour,esp,1990
1999,1999-07-17,13,mountain stage,salvatore commesso,147.0,236.5,saint-flour,albi,ita,1990
1999,1999-07-18,14,plain stage,dmitri konychev,123.7,199.0,castres,saint-gaudens,rus,1990
1999,1999-07-20,15,mountain stage,fernando escartín,107.5,173.0,saint-gaudens,piau-engaly,esp,1990
1999,1999-07-21,16,mountain stage,david etxebarria,119.3,192.0,lannemezan,pau,esp,1990
1999,1999-07-22,17,plain stage,tom steels,124.3,200.0,mourenx,bordeaux,bel,1990
1999,1999-07-23,18,plain stage,giampaolo mondini,116.5,187.5,jonzac,futuroscope,ita,1990
1999,1999-07-24,19,time trial,lance armstrong,35.4,57.0,futuroscope,futuroscope,usa,1990
1999,1999-07-25,20,plain stage,robbie mcewen,89.2,143.5,arpajon,paris (champs-élysées),aus,1990
2000,2000-07-01,1,time trial,david millar,10.3,16.5,futuroscope,futuroscope,gbr,2000
2000,2000-07-02,2,plain stage,tom steels,120.5,194.0,futuroscope,loudun,bel,2000
2000,2000-07-03,3,plain stage,tom steels,100.4,161.5,loudun,nantes,bel,2000
2000,2000-07-04,4,time trial,once–deutsche bank,43.5,70.0,nantes,saint-nazaire,unknown,2000
2000,2000-07-05,5,plain stage,marcel wüst,125.5,202.0,vannes,vitré,ger,2000
2000,2000-07-06,6,plain stage,léon van bon,123.3,198.5,vitré,tours,ned,2000
2000,2000-07-07,7,plain stage,christophe agnolutto,127.7,205.5,tours,limoges,fra,2000
2000,2000-07-08,8,plain stage,erik dekker,126.4,203.5,limoges,villeneuve-sur-lot,ned,2000
2000,2000-07-09,9,plain stage,paolo bettini,112.5,181.0,agen,dax,ita,2000
2000,2000-07-10,10,mountain stage,javier otxoa,127.4,205.0,dax,hautacam,esp,2000
2000,2000-07-11,11,mountain stage,erik dekker,135.8,218.5,bagnères-de-bigorre,revel,ned,2000
2000,2000-07-13,12,mountain stage,marco pantani,92.6,149.0,carpentras,mont ventoux,ita,2000
2000,2000-07-14,13,plain stage,josé vicente garcia,115.3,185.5,avignon,draguignan,esp,2000
2000,2000-07-15,14,mountain stage,santiago botero,155.0,249.5,draguignan,briançon,col,2000
2000,2000-07-16,15,mountain stage,marco pantani,107.8,173.5,briançon,courchevel,ita,2000
2000,2000-07-18,16,mountain stage,richard virenque,122.1,196.5,courchevel,morzine,fra,2000
2000,2000-07-19,17,mountain stage,erik dekker,96.3,155.0,évian-les-bains,lausanne,ned,2000
2000,2000-07-20,18,plain stage,salvatore commesso,153.2,246.5,lausanne,freiburg (germany),ita,2000
2000,2000-07-21,19,time trial,lance armstrong,36.4,58.5,freiburg (germany),mulhouse,usa,2000
2000,2000-07-22,20,plain stage,erik zabel,158.1,254.5,belfort,troyes,ger,2000
2000,2000-07-23,21,plain stage,stefano zanini,85.7,138.0,paris (eiffel tower)[12],paris (champs-élysées),ita,2000
2001,2001-07-07,p,time trial,christophe moreau,5.1,8.2,dunkirk,dunkirk,fra,2000
2001,2001-07-08,1,plain stage,erik zabel,120.9,194.5,saint-omer,boulogne-sur-mer,ger,2000
2001,2001-07-09,2,plain stage,marc wauters,137.0,220.5,calais,antwerp (belgium),bel,2000
2001,2001-07-10,3,plain stage,erik zabel,123.3,198.5,antwerp (belgium),seraing (belgium),ger,2000
2001,2001-07-11,4,plain stage,laurent jalabert,133.6,215.0,huy (belgium),verdun,fra,2000
2001,2001-07-12,5,time trial,crédit agricole,41.6,67.0,verdun,bar-le-duc,unknown,2000
2001,2001-07-13,6,plain stage,jaan kirsipuu,131.4,211.5,commercy,strasbourg,est,2000
2001,2001-07-14,7,mountain stage,laurent jalabert,101.0,162.5,strasbourg,colmar,fra,2000
2001,2001-07-15,8,plain stage,erik dekker,138.3,222.5,colmar,pontarlier,ned,2000
2001,2001-07-16,9,plain stage,serguei ivanov,115.0,185.0,pontarlier,aix-les-bains,rus,2000
2001,2001-07-17,10,mountain stage,lance armstrong,129.9,209.0,aix-les-bains,alpe d'huez,usa,2000
2001,2001-07-18,11,time trial,lance armstrong,19.9,32.0,grenoble,chamrousse,usa,2000
2001,2001-07-20,12,mountain stage,félix cárdenas,103.5,166.5,perpignan,plateau de bonascre,col,2000
2001,2001-07-21,13,mountain stage,lance armstrong,120.5,194.0,foix,saint-lary-soulan pla d'adet,usa,2000
2001,2001-07-22,14,mountain stage,roberto laiseka,87.9,141.5,tarbes,luz ardiden,esp,2000
2001,2001-07-24,15,plain stage,rik verbrugghe,144.5,232.5,pau,lavaur,bel,2000
2001,2001-07-25,16,plain stage,jens voigt,142.6,229.5,castelsarrasin,sarran,ger,2000
2001,2001-07-26,17,plain stage,serge baguet,120.5,194.0,brive-la-gaillarde,montluçon,bel,2000
2001,2001-07-27,18,time trial,lance armstrong,37.9,61.0,montluçon,saint-amand-montrond,usa,2000
2001,2001-07-28,19,plain stage,erik zabel,92.9,149.5,orléans,évry,ger,2000
2001,2001-07-29,20,plain stage,ján svorada,99.7,160.5,corbeil-essonnes,paris (champs-élysées),cze,2000
2002,2002-07-06,p,time trial,lance armstrong,4.3,7.0,luxembourg city (luxembourg),luxembourg city (luxembourg),usa,2000
2002,2002-07-07,1,plain stage,rubens bertogliati,119.6,192.5,luxembourg city (luxembourg),luxembourg city (luxembourg),sui,2000
2002,2002-07-08,2,plain stage,óscar freire,112.5,181.0,luxembourg city (luxembourg),saarbrücken (germany),esp,2000
2002,2002-07-09,3,plain stage,robbie mcewen,108.4,174.5,metz,reims,aus,2000
2002,2002-07-10,4,time trial,once–eroski,41.9,67.5,épernay,château-thierry,unknown,2000
2002,2002-07-11,5,plain stage,jaan kirsipuu,121.2,195.0,soissons,rouen,est,2000
2002,2002-07-12,6,plain stage,erik zabel,124.0,199.5,forges-les-eaux,alençon,ger,2000
2002,2002-07-13,7,plain stage,bradley mcgee,109.4,176.0,bagnoles-de-l'orne,avranches,aus,2000
2002,2002-07-14,8,plain stage,karsten kroon,135.1,217.5,saint-martin-de-landelles,plouay,ned,2000
2002,2002-07-15,9,time trial,santiago botero,32.3,52.0,lanester,lorient,col,2000
2002,2002-07-17,10,plain stage,patrice halgand,91.3,147.0,bazas,pau,fra,2000
2002,2002-07-18,11,mountain stage,lance armstrong,98.2,158.0,pau,la mongie,usa,2000
2002,2002-07-19,12,mountain stage,lance armstrong,124.0,199.5,lannemezan,plateau de beille,usa,2000
2002,2002-07-20,13,plain stage,david millar,106.3,171.0,lavelanet,béziers,gbr,2000
2002,2002-07-21,14,mountain stage,richard virenque,137.3,221.0,lodève,mont ventoux,fra,2000
2002,2002-07-23,15,mountain stage,santiago botero,140.7,226.5,vaison-la-romaine,les deux alpes,col,2000
2002,2002-07-24,16,mountain stage,michael boogerd,111.5,179.5,les deux alpes,la plagne,ned,2000
2002,2002-07-25,17,mountain stage,dario frigo,88.2,142.0,aime,cluses,ita,2000
2002,2002-07-26,18,mountain stage,thor hushovd,109.7,176.5,cluses,bourg-en-bresse,nor,2000
2002,2002-07-27,19,time trial,lance armstrong,31.1,50.0,régnié-durette,mâcon,usa,2000
2002,2002-07-28,20,plain stage,robbie mcewen,89.5,144.0,melun,paris (champs-élysées),aus,2000
2003,2003-07-05,p,time trial,bradley mcgee,4.0,6.5,paris,paris,aus,2000
2003,2003-07-06,1,plain stage,alessandro petacchi,104.4,168.0,saint-denis,meaux,ita,2000
2003,2003-07-07,2,plain stage,baden cooke,127.1,204.5,la ferté-sous-jouarre,sedan,aus,2000
2003,2003-07-08,3,plain stage,alessandro petacchi,104.1,167.5,charleville-mézières,saint-dizier,ita,2000
2003,2003-07-09,4,time trial,u.s. postal service,42.9,69.0,joinville,saint-dizier,usa,2000
2003,2003-07-10,5,plain stage,alessandro petacchi,122.1,196.5,troyes,nevers,ita,2000
2003,2003-07-11,6,plain stage,alessandro petacchi,142.9,230.0,nevers,lyon,ita,2000
2003,2003-07-12,7,mountain stage,richard virenque,143.2,230.5,lyon,morzine,fra,2000
2003,2003-07-13,8,mountain stage,iban mayo,136.1,219.0,sallanches,alpe d'huez,esp,2000
2003,2003-07-14,9,mountain stage,alexander vinokourov,114.6,184.5,le bourg-d'oisans,gap,kaz,2000
2003,2003-07-15,10,plain stage,jakob piil,136.4,219.5,gap,marseille,den,2000
2003,2003-07-17,11,plain stage,juan antonio flecha,95.4,153.5,narbonne,toulouse,esp,2000
2003,2003-07-18,12,time trial,jan ullrich,29.2,47.0,gaillac,cap découverte,ger,2000
2003,2003-07-19,13,mountain stage,carlos sastre,122.7,197.5,toulouse,ax 3 domaines,esp,2000
2003,2003-07-20,14,mountain stage,gilberto simoni,119.0,191.5,saint-girons,loudenvielle,ita,2000
2003,2003-07-21,15,mountain stage,lance armstrong,99.1,159.5,bagnères-de-bigorre,luz ardiden,usa,2000
2003,2003-07-23,16,mountain stage,tyler hamilton,122.7,197.5,pau,bayonne,usa,2000
2003,2003-07-24,17,plain stage,servais knaven,112.5,181.0,dax,bordeaux,ned,2000
2003,2003-07-25,18,plain stage,pablo lastras,126.4,203.5,bordeaux,saint-maixent-l'école,esp,2000
2003,2003-07-26,19,time trial,david millar,30.4,49.0,pornic,nantes,gbr,2000
2003,2003-07-27,20,plain stage,jean-patrick nazon,94.4,152.0,ville-d'avray,paris (champs-élysées),fra,2000
2004,2004-07-03,p,time trial,fabian cancellara,3.8,6.1,liège (belgium),liège (belgium),sui,2000
2004,2004-07-04,1,plain stage,jaan kirsipuu,125.8,202.5,liège (belgium),charleroi (belgium),est,2000
2004,2004-07-05,2,plain stage,robbie mcewen,122.4,197.0,charleroi (belgium),namur (belgium),aus,2000
2004,2004-07-06,3,plain stage,jean-patrick nazon,130.5,210.0,waterloo (belgium),wasquehal,fra,2000
2004,2004-07-07,4,time trial,u.s. postal service,40.1,64.5,cambrai,arras,usa,2000
2004,2004-07-08,5,plain stage,stuart o'grady,124.6,200.5,amiens,chartres,aus,2000
2004,2004-07-09,6,plain stage,tom boonen,121.8,196.0,bonneval,angers,bel,2000
2004,2004-07-10,7,plain stage,filippo pozzato,127.1,204.5,châteaubriant,saint-brieuc,ita,2000
2004,2004-07-11,8,plain stage,thor hushovd,104.4,168.0,lamballe,quimper,nor,2000
2004,2004-07-13,9,plain stage,robbie mcewen,99.7,160.5,saint-léonard-de-noblat,guéret,aus,2000
2004,2004-07-14,10,mountain stage,richard virenque,147.3,237.0,limoges,saint-flour,fra,2000
2004,2004-07-15,11,mountain stage,david moncoutié,101.9,164.0,saint-flour,figeac,fra,2000
2004,2004-07-16,12,mountain stage,ivan basso,122.7,197.5,castelsarrasin,la mongie,ita,2000
2004,2004-07-17,13,mountain stage,lance armstrong,127.7,205.5,lannemezan,plateau de beille,usa,2000
2004,2004-07-18,14,plain stage,aitor gonzález,119.6,192.5,carcassonne,nîmes,esp,2000
2004,2004-07-20,15,mountain stage,lance armstrong,112.2,180.5,valréas,villard-de-lans,usa,2000
2004,2004-07-21,16,time trial,lance armstrong,9.6,15.5,le bourg-d'oisans,alpe d'huez,usa,2000
2004,2004-07-22,17,mountain stage,lance armstrong,127.1,204.5,le bourg-d'oisans,le grand-bornand,usa,2000
2004,2004-07-23,18,mountain stage,juan miguel mercado,103.5,166.5,annemasse,lons-le-saunier,esp,2000
2004,2004-07-24,19,time trial,lance armstrong,34.2,55.0,besançon,besançon,usa,2000
2004,2004-07-25,20,plain stage,tom boonen,101.3,163.0,montereau-fault-yonne,paris (champs-élysées),bel,2000
2005,2005-07-02,1,time trial,david zabriskie,11.8,19.0,fromentine,noirmoutier-en-l'île,usa,2000
2005,2005-07-03,2,plain stage,tom boonen,112.8,181.5,challans,les essarts,bel,2000
2005,2005-07-04,3,plain stage,tom boonen,132.0,212.5,la châtaigneraie,tours,bel,2000
2005,2005-07-05,4,time trial,discovery channel,41.9,67.5,tours,blois,unknown,2000
2005,2005-07-06,5,plain stage,robbie mcewen,113.7,183.0,chambord,montargis,aus,2000
2005,2005-07-07,6,plain stage,lorenzo bernucci,123.7,199.0,troyes,nancy,ita,2000
2005,2005-07-08,7,plain stage,robbie mcewen,142.0,228.5,lunéville,karlsruhe (germany),aus,2000
2005,2005-07-09,8,mountain stage,pieter weening,143.8,231.5,pforzheim (germany),gérardmer,ned,2000
2005,2005-07-10,9,mountain stage,michael rasmussen,106.3,171.0,gérardmer,mulhouse,den,2000
2005,2005-07-12,10,mountain stage,alejandro valverde,110.0,177.0,grenoble,courchevel,esp,2000
2005,2005-07-13,11,mountain stage,alexander vinokourov,107.5,173.0,courchevel,briançon,kaz,2000
2005,2005-07-14,12,mountain stage,david moncoutié,116.2,187.0,briançon,digne-les-bains,fra,2000
2005,2005-07-15,13,plain stage,robbie mcewen,107.8,173.5,miramas,montpellier,aus,2000
2005,2005-07-16,14,mountain stage,georg totschnig,137.0,220.5,agde,ax 3 domaines,aut,2000
2005,2005-07-17,15,mountain stage,george hincapie,127.7,205.5,lézat-sur-lèze,saint-lary-soulan pla d'adet,usa,2000
2005,2005-07-19,16,mountain stage,óscar pereiro,112.2,180.5,mourenx,pau,esp,2000
2005,2005-07-20,17,plain stage,paolo savoldelli,148.8,239.5,pau,revel,ita,2000
2005,2005-07-21,18,mountain stage,marcos antonio serrano,117.4,189.0,albi,mende,esp,2000
2005,2005-07-22,19,mountain stage,giuseppe guerini,95.4,153.5,issoire,le puy-en-velay,ita,2000
2005,2005-07-23,20,time trial,lance armstrong,34.5,55.5,saint-étienne,saint-étienne,usa,2000
2005,2005-07-24,21,plain stage,alexander vinokourov,89.8,144.5,corbeil-essonnes,paris (champs-élysées),kaz,2000
2006,2006-07-01,p,time trial,thor hushovd,4.0,7.1,strasbourg,strasbourg,nor,2000
2006,2006-07-02,1,plain stage,jimmy casper,115.0,184.5,strasbourg,strasbourg,fra,2000
2006,2006-07-03,2,plain stage,robbie mcewen,142.0,228.5,obernai,esch-sur-alzette (luxembourg),aus,2000
2006,2006-07-04,3,mountain stage,matthias kessler,135.0,216.5,esch-sur-alzette (luxembourg),valkenburg (netherlands),ger,2000
2006,2006-07-05,4,plain stage,robbie mcewen,129.0,207.0,huy (belgium),saint-quentin,aus,2000
2006,2006-07-06,5,plain stage,óscar freire,140.0,225.0,beauvais,caen,esp,2000
2006,2006-07-07,6,plain stage,robbie mcewen,117.0,189.0,lisieux,vitré,aus,2000
2006,2006-07-08,7,time trial,serhiy honchar,32.0,52.0,saint grégoire,rennes,ukr,2000
2006,2006-07-09,8,plain stage,sylvain calzati,112.0,181.0,saint-méen-le-grand,lorient,fra,2000
2006,2006-07-11,9,plain stage,óscar freire,105.0,169.5,bordeaux,dax,esp,2000
2006,2006-07-12,10,mountain stage,juan miguel mercado,118.0,190.5,cambo-les-bains,pau,esp,2000
2006,2006-07-13,11,mountain stage,denis menchov,128.0,206.5,tarbes,val d'aran/pla-de-beret,rus,2000
2006,2006-07-14,12,mountain stage,yaroslav popovych,131.0,211.5,luchon,carcassonne,ukr,2000
2006,2006-07-15,13,plain stage,jens voigt,143.0,230.0,béziers,montélimar,ger,2000
2006,2006-07-16,14,mountain stage,pierrick fédrigo,112.0,180.5,montélimar,gap,fra,2000
2006,2006-07-18,15,mountain stage,fränk schleck,116.0,187.0,gap,alpe d'huez,lux,2000
2006,2006-07-19,16,mountain stage,michael rasmussen,113.0,182.0,le bourg-d'oisans,la toussuire,den,2000
2006,2006-07-20,17,mountain stage,carlos sastre,125.0,200.5,saint-jean-de-maurienne,morzine,esp,2000
2006,2006-07-21,18,plain stage,matteo tosatto,122.0,197.0,morzine,mâcon,ita,2000
2006,2006-07-22,19,time trial,serhiy honchar,35.0,57.0,le creusot,montceau-les-mines,ukr,2000
2006,2006-07-23,20,plain stage,thor hushovd,96.0,154.5,antony/parc de sceaux,paris (champs-élysées),nor,2000
2007,2007-07-07,p,time trial,fabian cancellara,5.0,7.9,london (united kingdom),london (united kingdom),sui,2000
2007,2007-07-08,1,plain stage,robbie mcewen,126.0,203.0,london (united kingdom),canterbury (united kingdom),aus,2000
2007,2007-07-09,2,plain stage,gert steegmans,105.0,168.5,dunkirk,ghent (belgium),bel,2000
2007,2007-07-10,3,plain stage,fabian cancellara,147.0,236.5,waregem (belgium) – compiègne,waregem (belgium) – compiègne,sui,2000
2007,2007-07-11,4,plain stage,thor hushovd,120.0,193.0,villers-cotterêts,joigny,nor,2000
2007,2007-07-12,5,plain stage,filippo pozzato,113.0,182.5,chablis,autun,ita,2000
2007,2007-07-13,6,plain stage,tom boonen,124.0,199.5,semur-en-auxois,bourg-en-bresse,bel,2000
2007,2007-07-14,7,mountain stage,linus gerdemann,123.0,197.5,bourg-en-bresse,le grand-bornand,ger,2000
2007,2007-07-15,8,mountain stage,michael rasmussen,103.0,165.0,le grand-bornand,tignes,den,2000
2007,2007-07-17,9,mountain stage,mauricio soler,99.0,159.5,val-d'isère,briançon,col,2000
2007,2007-07-18,10,plain stage,cédric vasseur,143.0,229.5,tallard,marseille,fra,2000
2007,2007-07-19,11,plain stage,robert hunter,113.0,182.5,marseille,montpellier,rsa,2000
2007,2007-07-20,12,plain stage,tom boonen,111.0,178.5,montpellier,castres,bel,2000
2007,2007-07-21,13,time trial,cadel evans,34.0,54.0,albi,albi,aus,2000
2007,2007-07-22,14,mountain stage,alberto contador,122.0,197.0,mazamet,plateau-de-beille,esp,2000
2007,2007-07-23,15,mountain stage,kim kirchen,122.0,196.0,foix,loudenvielle,lux,2000
2007,2007-07-25,16,mountain stage,michael rasmussen,136.0,218.5,orthez,gourette–col d'aubisque,den,2000
2007,2007-07-26,17,plain stage,daniele bennati,117.0,188.5,pau,castelsarrasin,ita,2000
2007,2007-07-27,18,plain stage,sandy casar,131.0,211.0,cahors,angoulême,fra,2000
2007,2007-07-28,19,time trial,levi leipheimer,34.0,55.5,cognac,angoulême,usa,2000
2007,2007-07-29,20,plain stage,daniele bennati,91.0,146.0,marcoussis,paris (champs-élysées),ita,2000
2008,2008-07-05,1,plain stage,alejandro valverde,122.7,197.5,brest,plumelec,esp,2000
2008,2008-07-06,2,plain stage,thor hushovd,102.2,164.5,auray,saint-brieuc,nor,2000
2008,2008-07-07,3,plain stage,samuel dumoulin,129.2,208.0,saint-malo,nantes,fra,2000
2008,2008-07-08,4,time trial,kim kirchen,18.3,29.5,cholet,cholet,lux,2000
2008,2008-07-09,5,plain stage,mark cavendish,144.2,232.0,cholet,châteauroux,gbr,2000
2008,2008-07-10,6,plain stage,alejandro valverde,121.5,195.5,aigurande,super-besse sancy,esp,2000
2008,2008-07-11,7,plain stage,luis león sánchez,98.8,159.0,brioude,aurillac,esp,2000
2008,2008-07-12,8,plain stage,mark cavendish,107.2,172.5,figeac,toulouse,gbr,2000
2008,2008-07-13,9,mountain stage,vladimir efimkin,139.2,224.0,toulouse,bagnères-de-bigorre,rus,2000
2008,2008-07-14,10,mountain stage,juan josé cobo,96.9,156.0,pau,hautacam,esp,2000
2008,2008-07-16,11,plain stage,kurt asle arvesen,104.1,167.5,lannemezan,foix,nor,2000
2008,2008-07-17,12,plain stage,mark cavendish,104.7,168.5,lavelanet,narbonne,gbr,2000
2008,2008-07-18,13,plain stage,mark cavendish,113.1,182.0,narbonne,nîmes,gbr,2000
2008,2008-07-19,14,plain stage,óscar freire,120.9,194.5,nîmes,digne-les-bains,esp,2000
2008,2008-07-20,15,mountain stage,simon gerrans,113.7,183.0,embrun[a],prato nevoso (italy),aus,2000
2008,2008-07-22,16,mountain stage,cyril dessel,97.6,157.0,cuneo (italy),jausiers,fra,2000
2008,2008-07-23,17,mountain stage,carlos sastre,130.8,210.5,embrun,alpe d'huez,esp,2000
2008,2008-07-24,18,plain stage,marcus burghardt,122.1,196.5,bourg-d'oisans,saint-étienne,ger,2000
2008,2008-07-25,19,plain stage,sylvain chavanel,102.8,165.5,roanne,montluçon,fra,2000
2008,2008-07-26,20,time trial,fabian cancellara,32.9,53.0,cérilly,saint-amand-montrond,sui,2000
2008,2008-07-27,21,plain stage,gert steegmans,88.9,143.0,étampes,paris (champs-élysées),bel,2000
2009,2009-07-04,1,time trial,fabian cancellara,10.0,15.5,monaco,monaco,sui,2000
2009,2009-07-05,2,plain stage,mark cavendish,116.0,187.0,monaco,brignoles,gbr,2000
2009,2009-07-06,3,plain stage,mark cavendish,122.0,196.5,marseille,la grande-motte,gbr,2000
2009,2009-07-07,4,time trial,astana,24.0,39.0,montpellier,montpellier,unknown,2000
2009,2009-07-08,5,plain stage,thomas voeckler,122.0,196.5,cap d'agde,perpignan,fra,2000
2009,2009-07-09,6,plain stage,thor hushovd,113.0,181.5,girona (spain),barcelona (spain),nor,2000
2009,2009-07-10,7,mountain stage,brice feillu,139.0,224.0,barcelona,andorra-arcalis (andorra),fra,2000
2009,2009-07-11,8,mountain stage,luis león sánchez,110.0,176.5,andorra la vella,saint-girons,esp,2000
2009,2009-07-12,9,mountain stage,pierrick fédrigo,100.0,160.5,saint-gaudens,tarbes,fra,2000
2009,2009-07-14,10,plain stage,mark cavendish,121.0,194.5,limoges,issoudun,gbr,2000
2009,2009-07-15,11,plain stage,mark cavendish,119.0,192.0,vatan,saint-fargeau,gbr,2000
2009,2009-07-16,12,plain stage,nicki sørensen,131.0,211.5,tonnerre,vittel,den,2000
2009,2009-07-17,13,mountain stage,heinrich haussler,124.0,200.0,vittel,colmar,ger,2000
2009,2009-07-18,14,plain stage,sergei ivanov,124.0,199.0,colmar,besançon,rus,2000
2009,2009-07-19,15,mountain stage,alberto contador,129.0,207.5,pontarlier,verbier (switzerland),esp,2000
2009,2009-07-21,16,mountain stage,sandy casar,99.0,159.0,martigny (switzerland),bourg-saint-maurice,fra,2000
2009,2009-07-22,17,mountain stage,fränk schleck,105.0,169.5,bourg-saint-maurice,le grand-bornand,lux,2000
2009,2009-07-23,18,time trial,alberto contador,25.0,40.5,annecy,annecy,esp,2000
2009,2009-07-24,19,plain stage,mark cavendish,111.0,178.0,bourgoin-jallieu,aubenas,gbr,2000
2009,2009-07-25,20,mountain stage,juan manuel gárate,104.0,167.0,montélimar,mont ventoux,esp,2000
2009,2009-07-26,21,plain stage,mark cavendish,102.0,164.0,montereau-fault-yonne,paris (champs-élysées),gbr,2000
2010,2010-07-03,p,time trial,fabian cancellara,6.0,8.9,rotterdam (netherlands),rotterdam (netherlands),sui,2010
2010,2010-07-04,1,plain stage,alessandro petacchi,139.0,223.5,rotterdam,brussels (belgium),ita,2010
2010,2010-07-05,2,plain stage,sylvain chavanel,125.0,201.0,brussels,spa (belgium),fra,2010
2010,2010-07-06,3,plain stage,thor hushovd,132.0,213.0,wanze (belgium),arenberg porte du hainaut,nor,2010
2010,2010-07-07,4,plain stage,alessandro petacchi,95.0,153.5,cambrai,reims,ita,2010
2010,2010-07-08,5,plain stage,mark cavendish,117.0,187.5,épernay,montargis,gbr,2010
2010,2010-07-09,6,plain stage,mark cavendish,141.0,227.5,montargis,gueugnon,gbr,2010
2010,2010-07-10,7,mountain stage,sylvain chavanel,103.0,165.5,tournus,station des rousses,fra,2010
2010,2010-07-11,8,mountain stage,andy schleck,117.0,189.0,station des rousses,morzine-avoriaz,lux,2010
2010,2010-07-13,9,mountain stage,sandy casar,127.0,204.5,morzine-avoriaz,saint-jean-de-maurienne,fra,2010
2010,2010-07-14,10,mountain stage,sérgio paulinho,111.0,179.0,chambéry,gap,por,2010
2010,2010-07-15,11,plain stage,mark cavendish,115.0,184.5,sisteron,bourg-lès-valence,gbr,2010
2010,2010-07-16,12,mountain stage,joaquim rodríguez,131.0,210.5,bourg-de-péage,mende,esp,2010
2010,2010-07-17,13,plain stage,alexander vinokourov,122.0,196.0,rodez,revel,kaz,2010
2010,2010-07-18,14,mountain stage,christophe riblon,115.0,184.5,revel,ax 3 domaines,fra,2010
2010,2010-07-19,15,mountain stage,thomas voeckler,117.0,187.5,pamiers,bagnères-de-luchon,fra,2010
2010,2010-07-20,16,mountain stage,pierrick fédrigo,124.0,199.5,bagnères-de-luchon,pau,fra,2010
2010,2010-07-22,17,mountain stage,andy schleck,108.0,174.0,pau,col du tourmalet,lux,2010
2010,2010-07-23,18,plain stage,mark cavendish,123.0,198.0,salies-de-béarn,bordeaux,gbr,2010
2010,2010-07-24,19,time trial,fabian cancellara,32.0,52.0,bordeaux,pauillac,sui,2010
2010,2010-07-25,20,plain stage,mark cavendish,64.0,102.5,longjumeau,paris (champs-élysées),gbr,2010
2011,2011-07-02,1,plain stage,philippe gilbert,119.0,191.5,passage du gois,mont des alouettes,bel,2010
2011,2011-07-03,2,time trial,garmin–cervélo,14.0,23.0,les essarts,les essarts,unknown,2010
2011,2011-07-04,3,plain stage,tyler farrar,123.0,198.0,olonne-sur-mer,redon,usa,2010
